"country","year","gdp_growth","gdp_nominal","gdp_per_capita_nominal","gdp_ppp","gdp_per_capita_ppp","gdp_ppp_share"
"DZA",1980,-5.4,45.957,2462.085,77.897,4173.188,0.588
"DZA",1981,3,48.156,2502.13,87.825,4563.271,0.594
"DZA",1982,6.4,48.599,2446.588,99.22,4994.956,0.629
"DZA",1983,5.4,51.582,2514.256,108.673,5296.978,0.646
"DZA",1984,5.6,55.906,2640.191,118.9,5615.132,0.653
"DZA",1985,5.6,66.346,2988.545,129.529,5834.65,0.666
"DZA",1986,-0.2,66.783,2929.092,131.873,5783.897,0.643
"DZA",1987,-0.7,68.698,2935.816,134.195,5734.819,0.615
"DZA",1988,-1.9,56.07,2326.571,136.288,5655.088,0.578
"DZA",1989,4.8,57.041,2309.34,148.43,6009.325,0.585
"DZA",1990,0.8,67.171,2684.465,155.217,6203.223,0.568
"DZA",1991,-1.2,50.65,1975.201,158.542,6182.644,0.548
"DZA",1992,1.6,53.414,2033.196,164.749,6271.14,0.5
"DZA",1993,-2.1,55.309,2056.556,165.108,6139.207,0.481
"DZA",1994,-0.9,46.044,1674.567,167.116,6077.828,0.463
"DZA",1995,3.8,45.654,1626.997,177.184,6314.48,0.464
"DZA",1996,3.8,50.945,1783.41,187.285,6556.209,0.464
"DZA",1997,1.1,52.287,1800.196,192.61,6631.428,0.451
"DZA",1998,5.1,52.297,1772.368,204.708,6937.617,0.462
"DZA",1999,3.2,53.011,1769.091,214.248,7149.951,0.461
"DZA",2000,3.8,59.418,1947.755,227.427,7455.167,0.455
"DZA",2001,3,59.413,1919.41,239.525,7738.081,0.457
"DZA",2002,5.4,61.516,1958.238,256.368,8160.932,0.469
"DZA",2003,6.5,73.482,2304.603,278.431,8732.343,0.482
"DZA",2004,4.5,91.914,2839.82,298.871,9234.105,0.48
"DZA",2005,5.4,107.047,3258.153,324.768,9884.874,0.483
"DZA",2006,2.9,123.084,3690.572,344.389,10326.201,0.473
"DZA",2007,3.1,142.483,4208.244,364.81,10774.713,0.463
"DZA",2008,2.5,180.384,5214.762,380.957,11013.174,0.462
"DZA",2009,1.2,150.317,4262.144,387.737,10994.019,0.47
"DZA",2010,4.8,177.785,4941.493,411.347,11433.29,0.469
"DZA",2011,3,218.332,5946.345,432.398,11776.513,0.466
"DZA",2012,2.4,227.144,6057.974,451.163,12032.628,0.462
"DZA",2013,2.6,229.701,5997.896,470.758,12292.29,0.459
"DZA",2014,4.1,238.943,6108.878,498.529,12745.527,0.462
"DZA",2015,3.2,187.494,4691.686,519.064,12988.608,0.461
"DZA",2016,3.9,180.764,4426.58,544.346,13330.04,0.465
"DZA",2017,1.5,190.004,4554.15,562.537,13483.308,0.455
"DZA",2018,1.4,194.507,4568.244,583.472,13703.603,0.443
"DZA",2019,0.9,193.361,4452.856,601.471,13851.117,0.431
"DZA",2020,-5,164.774,3757.585,558.3,12731.754,0.401
"DZA",2021,3.8,185.884,4169.984,649.015,14559.497,0.418
"DZA",2022,3.6,225.631,4981.822,720.43,15906.751,0.418
"DZA",2023,4.1,240.064,5221.813,776.956,16900.136,0.422
"DZA",2024,3.8,260.134,5579.128,826.136,17718.286,0.425
"DZA",2025,3,264.27,5592.852,866.721,18342.736,0.424
"DZA",2026,2.5,270.141,5645.511,904.9,18910.932,0.421
"DZA",2027,2.1,275.081,5680.587,941.152,19435.323,0.417
"DZA",2028,2.1,279.617,5705.771,978.759,19972.262,0.413
"DZA",2029,2.1,284.352,5733.606,1017.851,20523.67,0.409
"AGO",1980,2.4,8.73,1055.339,12.494,1510.407,0.094
"AGO",1981,-4.4,8.17,961.721,13.074,1538.971,0.088
"AGO",1982,0,8.17,936.935,13.882,1591.954,0.088
"AGO",1983,4.2,8.514,951.5,15.031,1679.796,0.089
"AGO",1984,6,9.025,982.624,16.508,1797.332,0.091
"AGO",1985,3.5,11.119,1074.327,17.626,1703.032,0.091
"AGO",1986,2.9,10.411,977.905,18.503,1738.043,0.09
"AGO",1987,4.1,11.9,1089.96,19.735,1807.637,0.09
"AGO",1988,6.1,12.909,1151.19,21.684,1933.704,0.092
"AGO",1989,0,15.017,1303.41,22.543,1956.704,0.089
"AGO",1990,-3.5,16.529,1397.414,22.58,1908.939,0.083
"AGO",1991,12.1,16.022,1310.218,26.165,2139.614,0.091
"AGO",1992,11.4,12.354,977.93,29.812,2359.976,0.091
"AGO",1993,11,8.966,687.658,33.867,2597.482,0.099
"AGO",1994,10.5,6.529,484.971,38.226,2839.506,0.106
"AGO",1995,10.4,8.148,585.668,43.071,3095.937,0.113
"AGO",1996,11.2,10.51,730.731,48.776,3391.127,0.121
"AGO",1997,7.3,12.344,830.042,53.226,3579.153,0.125
"AGO",1998,4.7,10.464,680.922,56.349,3666.939,0.127
"AGO",1999,2.2,9.895,623.486,58.393,3679.306,0.126
"AGO",2000,3.1,12.646,771.405,61.54,3753.81,0.123
"AGO",2001,4.2,12.378,730.652,65.573,3870.505,0.125
"AGO",2002,13.7,17.312,988.318,75.692,4321.256,0.139
"AGO",2003,3.5,20.342,1122.365,79.88,4407.323,0.138
"AGO",2004,11.4,26.998,1438.272,91.395,4868.928,0.147
"AGO",2005,14.2,41.397,2128.257,107.599,5531.821,0.16
"AGO",2006,11.8,58.654,2909.07,124.05,6152.564,0.17
"AGO",2007,13,73.038,3493.014,143.974,6885.535,0.183
"AGO",2008,10.8,98.79,4554.334,162.582,7495.186,0.197
"AGO",2009,2,81.705,3630.103,166.856,7413.311,0.202
"AGO",2010,5.3,95.547,4089.461,177.818,7610.721,0.203
"AGO",2011,3.6,125.552,5175.442,188.003,7749.77,0.202
"AGO",2012,8.5,143.573,5699.986,207.781,8249.101,0.213
"AGO",2013,4.9,153.761,5880.641,221.629,8476.286,0.216
"AGO",2014,4.7,164.448,6061.865,235.997,8699.296,0.219
"AGO",2015,0.8,131.661,4680.829,239.998,8532.432,0.213
"AGO",2016,-1.7,114.764,3936.361,238.16,8168.812,0.203
"AGO",2017,-0.1,139.835,4628.964,242.085,8013.784,0.196
"AGO",2018,-0.6,114.189,3651.304,259.089,8284.622,0.197
"AGO",2019,-0.2,94.671,2926.143,277.552,8578.72,0.199
"AGO",2020,-4,66.521,1989.939,261.836,7832.731,0.188
"AGO",2021,2.1,84.375,2445.388,306.036,8869.641,0.197
"AGO",2022,4.2,141.941,3974.666,341.69,9568.094,0.198
"AGO",2023,1,109.678,2967.384,357.562,9673.949,0.194
"AGO",2024,2.4,113.286,2961.34,374.937,9801.001,0.193
"AGO",2025,2.8,118.409,2990.597,392.395,9910.508,0.192
"AGO",2026,3.3,124.169,3030.019,412.748,10072.03,0.192
"AGO",2027,3.3,133.22,3140.94,434.308,10239.754,0.192
"AGO",2028,3.4,141.459,3222.419,457.135,10413.459,0.193
"AGO",2029,3.4,150.679,3316.369,481.331,10593.855,0.194
"BEN",1980,9.3,2.302,614.04,3.75,1000.044,0.028
"BEN",1981,1.9,1.557,401.43,4.184,1078.374,0.028
"BEN",1982,1.7,1.542,385.574,4.517,1129.563,0.029
"BEN",1983,-2,1.365,330.58,4.6,1114.089,0.027
"BEN",1984,0.4,1.456,341.857,4.785,1123.53,0.026
"BEN",1985,4.3,1.58,359.165,5.15,1170.494,0.026
"BEN",1986,2.7,2.036,448.478,5.398,1188.804,0.026
"BEN",1987,-2.1,2.43,519.04,5.417,1157.091,0.025
"BEN",1988,3.4,2.552,527.911,5.8,1200.065,0.025
"BEN",1989,-2.8,2.37,476.325,5.856,1176.816,0.023
"BEN",1990,9,2.89,562.898,6.62,1289.662,0.024
"BEN",1991,4.2,2.954,558.099,7.134,1347.718,0.025
"BEN",1992,3,3.284,601.645,7.512,1376.366,0.023
"BEN",1993,5.8,3.199,560.707,8.139,1426.301,0.024
"BEN",1994,2,2.227,375.963,8.48,1431.693,0.024
"BEN",1995,6,2.993,495.048,9.182,1518.508,0.024
"BEN",1996,4.3,3.251,524.067,9.754,1572.262,0.024
"BEN",1997,5.7,3.124,489.136,10.491,1642.596,0.025
"BEN",1998,4,3.362,510.571,11.029,1675.145,0.025
"BEN",1999,4.4,3.681,542.24,11.673,1719.503,0.025
"BEN",2000,5.9,3.522,503.22,12.637,1805.749,0.025
"BEN",2001,5.3,3.666,508.351,13.61,1887.165,0.026
"BEN",2002,4.6,4.191,563.98,14.464,1946.178,0.026
"BEN",2003,3.4,5.348,698.234,15.257,1991.983,0.026
"BEN",2004,4.4,6.187,783.763,16.361,2072.475,0.026
"BEN",2005,1.7,6.571,806.35,17.163,2106.09,0.026
"BEN",2006,3.9,7.034,837.176,18.39,2188.655,0.025
"BEN",2007,6,8.17,944.755,20.019,2314.987,0.025
"BEN",2008,4.9,9.787,1098.826,21.404,2403.226,0.026
"BEN",2009,2.3,9.728,1060.566,22.036,2402.369,0.027
"BEN",2010,2.1,9.543,1010.314,22.775,2411.157,0.026
"BEN",2011,3,10.691,1099.221,23.934,2460.722,0.026
"BEN",2012,4.8,11.148,1113.274,25.553,2551.659,0.026
"BEN",2013,7.2,12.518,1214.313,27.856,2702.203,0.027
"BEN",2014,6.4,13.288,1251.827,30.143,2839.732,0.028
"BEN",2015,1.8,11.389,1041.758,30.964,2832.219,0.028
"BEN",2016,3.3,11.818,1049.531,32.302,2868.733,0.028
"BEN",2017,5.7,12.697,1094.888,34.746,2996.136,0.028
"BEN",2018,6.7,14.257,1194.023,36.691,3072.773,0.028
"BEN",2019,6.9,14.392,1171.015,40.076,3260.769,0.029
"BEN",2020,3.8,15.674,1239.74,42.407,3354.18,0.03
"BEN",2021,7.2,17.699,1361.816,46.468,3575.311,0.03
"BEN",2022,6.3,17.439,1306.021,52.894,3961.229,0.031
"BEN",2023,6.4,19.679,1433.067,58.278,4243.964,0.032
"BEN",2024,6.5,21.322,1510.188,63.541,4500.581,0.033
"BEN",2025,6.5,23.066,1586.803,68.909,4740.51,0.034
"BEN",2026,6.2,24.962,1667.858,74.53,4979.908,0.035
"BEN",2027,6.2,26.999,1752.074,80.591,5229.995,0.036
"BEN",2028,6,29.162,1836.895,86.995,5479.693,0.037
"BEN",2029,6,31.464,1922.215,93.9,5736.63,0.038
"BWA",1980,12,1.174,1219.569,1.935,2009.159,0.015
"BWA",1981,8.2,1.037,1057.067,2.29,2335.426,0.015
"BWA",1982,15.9,1.094,1075.452,2.818,2771.033,0.018
"BWA",1983,10.8,1.208,1145.987,3.244,3076.675,0.019
"BWA",1984,6.5,1.2,1097.548,3.581,3274.48,0.02
"BWA",1985,7.7,1.117,985.391,3.978,3508.519,0.02
"BWA",1986,8.6,1.515,1288.644,4.408,3749.49,0.022
"BWA",1987,14.9,2.374,1947.606,5.19,4258.285,0.024
"BWA",1988,23.4,3.082,2439.381,6.631,5249.109,0.028
"BWA",1989,4.7,3.441,2628.077,7.212,5509.165,0.028
"BWA",1990,8.8,3.799,2797.478,8.14,5993.808,0.03
"BWA",1991,6.2,3.802,2718.95,8.94,6392.524,0.031
"BWA",1992,-0.2,3.928,2729.751,9.125,6340.399,0.028
"BWA",1993,4,3.957,2674.397,9.717,6567.7,0.028
"BWA",1994,-0.8,4.258,2802.477,9.847,6481.477,0.027
"BWA",1995,8.5,4.805,3084.8,10.903,6999.182,0.029
"BWA",1996,2.5,4.926,3087.859,11.376,7131.906,0.028
"BWA",1997,7.1,5.011,3071.641,12.395,7598.03,0.029
"BWA",1998,-1.6,4.808,2886.26,12.331,7402.577,0.028
"BWA",1999,8,5.413,3188.541,13.51,7957.573,0.029
"BWA",2000,4.3,5.682,3290.347,14.406,8341.78,0.029
"BWA",2001,2.3,5.46,3099.104,15.076,8556.748,0.029
"BWA",2002,7.4,5.395,3005.538,16.449,9163.06,0.03
"BWA",2003,5.4,7.469,4088.461,17.677,9676.335,0.031
"BWA",2004,1.4,8.819,4743.633,18.406,9900.725,0.03
"BWA",2005,5,9.833,5194.705,19.927,10527.952,0.03
"BWA",2006,6,9.919,5142.914,21.781,11293.327,0.03
"BWA",2007,5.8,10.566,5371.808,23.667,12032.419,0.03
"BWA",2008,3.3,10.731,5345.848,24.908,12408.553,0.03
"BWA",2009,-14.1,10.118,4938.25,21.517,10501.132,0.026
"BWA",2010,10.1,12.637,6041.732,23.983,11465.868,0.027
"BWA",2011,6.8,15.111,7080.778,26.151,12254.461,0.028
"BWA",2012,-0.2,13.907,6392.987,26.593,12224.218,0.027
"BWA",2013,11.1,14.272,6436.603,30.048,13551.884,0.029
"BWA",2014,5.7,15.47,6844.033,32.313,14295.545,0.03
"BWA",2015,-4.9,13.531,5869.738,31.031,13461.529,0.028
"BWA",2016,7.2,15.083,6411.552,33.582,14275.551,0.029
"BWA",2017,4.1,16.105,6705.341,35.589,14817.571,0.029
"BWA",2018,4.2,17.032,6947.818,36.294,14805.292,0.028
"BWA",2019,3,16.696,6679.188,37.153,14863.165,0.027
"BWA",2020,-8.7,14.93,5863.182,36.107,14179.519,0.026
"BWA",2021,11.9,18.751,7244.158,43.133,16663.869,0.028
"BWA",2022,5.5,20.322,7726.111,48.743,18531.478,0.028
"BWA",2023,2.7,19.396,7249.918,51.878,19391.042,0.028
"BWA",2024,1,19.966,7341.129,53.642,19723.373,0.028
"BWA",2025,5.2,22.115,8002.978,57.471,20797.624,0.028
"BWA",2026,4.8,24.139,8601.7,61.366,21867.082,0.029
"BWA",2027,4,26.055,9146.434,64.967,22806.357,0.029
"BWA",2028,4,28.11,9725.501,68.774,23793.989,0.029
"BWA",2029,4,30.598,10437.447,72.831,24843.853,0.029
"BFA",1980,4,2.386,338.66,2.717,385.644,0.021
"BFA",1981,2.7,2.076,287.809,3.053,423.292,0.021
"BFA",1982,1.4,1.934,261.617,3.287,444.72,0.021
"BFA",1983,-1.2,1.767,233.14,3.375,445.229,0.02
"BFA",1984,1.6,1.579,203.12,3.552,456.834,0.02
"BFA",1985,11.3,1.746,218.83,4.079,511.186,0.021
"BFA",1986,8,2.29,279.032,4.492,547.281,0.022
"BFA",1987,-0.2,2.665,315.981,4.592,544.449,0.021
"BFA",1988,5.8,2.942,339.602,5.03,580.573,0.021
"BFA",1989,2.2,2.942,330.706,5.34,600.273,0.021
"BFA",1990,-0.6,3.488,381.987,5.506,602.976,0.02
"BFA",1991,9.1,3.526,376.497,6.209,662.944,0.021
"BFA",1992,0.2,3.775,393.316,6.365,663.098,0.019
"BFA",1993,3.5,3.599,365.7,6.741,685.072,0.02
"BFA",1994,1.3,2.164,214.467,6.976,691.258,0.019
"BFA",1995,5.7,2.676,258.491,7.529,727.211,0.02
"BFA",1996,11,2.909,273.892,8.511,801.354,0.021
"BFA",1997,6.3,2.753,252.618,9.205,844.703,0.022
"BFA",1998,7.3,3.155,281.638,9.989,891.767,0.023
"BFA",1999,7.3,3.388,293.779,10.873,942.722,0.023
"BFA",2000,1.9,2.961,249.18,11.329,953.406,0.023
"BFA",2001,6.6,3.19,260.445,12.35,1008.217,0.024
"BFA",2002,4.4,3.62,286.551,13.088,1036.102,0.024
"BFA",2003,7.8,4.74,363.727,14.388,1104.177,0.025
"BFA",2004,4.5,5.449,405.267,15.437,1148.05,0.025
"BFA",2005,8.7,6.15,443.189,17.3,1246.727,0.026
"BFA",2006,6.3,6.548,457.366,18.948,1323.559,0.026
"BFA",2007,4.1,7.627,516.811,20.262,1373.03,0.026
"BFA",2008,5.8,9.45,621.822,21.85,1437.701,0.026
"BFA",2009,3,9.44,603.222,22.636,1446.388,0.027
"BFA",2010,8.4,10.118,627.783,24.846,1541.632,0.028
"BFA",2011,6.6,12.078,727.484,27.038,1628.553,0.029
"BFA",2012,6.5,12.569,734.438,29.319,1713.18,0.03
"BFA",2013,5.8,13.444,762.315,31.545,1788.638,0.031
"BFA",2014,4.3,13.947,767.569,33.483,1842.793,0.031
"BFA",2015,3.9,11.833,632.191,35.119,1876.221,0.031
"BFA",2016,6,12.829,665.575,37.565,1948.853,0.032
"BFA",2017,6.2,14.094,710.541,40.61,2047.3,0.033
"BFA",2018,6.6,15.916,780.482,42.426,2080.425,0.032
"BFA",2019,5.5,16.031,765.132,46.783,2232.881,0.034
"BFA",2020,1.9,17.754,824.248,51.145,2374.434,0.037
"BFA",2021,6.9,19.654,887.527,54.54,2462.901,0.035
"BFA",2022,1.8,18.906,830.449,59.468,2612.137,0.035
"BFA",2023,3.1,20.283,866.587,63.491,2712.681,0.034
"BFA",2024,5.5,21.858,908.372,68.58,2850.074,0.035
"BFA",2025,5.8,23.562,952.484,73.87,2986.122,0.036
"BFA",2026,5,25.362,997.248,78.986,3105.713,0.037
"BFA",2027,4.9,27.148,1038.32,84.394,3227.755,0.037
"BFA",2028,4.9,29.1,1082.581,90.19,3355.238,0.038
"BFA",2029,5,31.226,1129.924,96.413,3488.783,0.039
"BDI",1980,-6.8,0.951,232.381,1.535,375.248,0.012
"BDI",1981,12.2,0.989,234.94,1.884,447.597,0.013
"BDI",1982,-1.1,1.045,241.083,1.98,456.859,0.013
"BDI",1983,3.7,1.106,247.995,2.134,478.37,0.013
"BDI",1984,0.2,1.005,218.999,2.214,482.272,0.012
"BDI",1985,11.8,1.17,247.644,2.553,540.318,0.013
"BDI",1986,3.2,1.233,253.424,2.689,552.907,0.013
"BDI",1987,5.5,1.161,231.932,2.908,580.767,0.013
"BDI",1988,5,1.088,211.184,3.162,613.521,0.013
"BDI",1989,1.3,1.131,213.175,3.33,627.786,0.013
"BDI",1990,3.5,1.131,207.113,3.574,654.62,0.013
"BDI",1991,5.8,1.167,207.674,3.909,695.505,0.014
"BDI",1992,1,1.082,187.243,4.038,698.632,0.012
"BDI",1993,-6.2,0.938,162.572,3.876,671.751,0.011
"BDI",1994,-3.8,0.924,157.474,3.807,648.583,0.011
"BDI",1995,-7.9,1,167.177,3.579,598.525,0.009
"BDI",1996,-8,0.868,142.588,3.353,550.588,0.008
"BDI",1997,0.4,0.972,157.054,3.425,553.312,0.008
"BDI",1998,4.8,0.893,141.755,3.628,575.887,0.008
"BDI",1999,1.2,0.866,133.412,3.722,573.625,0.008
"BDI",2000,1.8,0.87,130.225,3.874,579.678,0.008
"BDI",2001,1.7,0.877,127.349,4.028,585.047,0.008
"BDI",2002,2.4,0.825,116.392,4.186,590.407,0.008
"BDI",2003,2.5,0.785,108.066,4.374,602.544,0.008
"BDI",2004,3.8,0.915,122.381,4.661,623.349,0.007
"BDI",2005,4.4,1.117,148.71,5.018,667.936,0.007
"BDI",2006,5.4,1.273,164.575,5.452,704.67,0.007
"BDI",2007,3.5,1.356,170.174,5.793,726.937,0.007
"BDI",2008,4.9,1.612,195.79,6.192,752.143,0.008
"BDI",2009,3.8,1.775,208.78,6.468,760.538,0.008
"BDI",2010,5.1,2.032,231.549,6.882,784.134,0.008
"BDI",2011,4,2.236,247.097,7.307,807.552,0.008
"BDI",2012,4.4,2.333,250.118,7.774,833.333,0.008
"BDI",2013,4.9,2.456,255.319,8.296,862.512,0.008
"BDI",2014,4.2,2.706,273.133,8.798,888.104,0.008
"BDI",2015,-3.9,3.104,304.243,8.533,836.3,0.008
"BDI",2016,-0.6,2.96,281.062,8.563,813.16,0.007
"BDI",2017,0.5,3.172,291.859,8.76,806.067,0.007
"BDI",2018,1.6,3.037,271.289,8.936,798.297,0.007
"BDI",2019,1.8,3.012,261.294,9.549,828.282,0.007
"BDI",2020,0.3,3.086,259.906,9.923,835.666,0.007
"BDI",2021,3.1,3.351,273.956,10.848,886.893,0.007
"BDI",2022,1.8,3.917,310.952,11.833,939.301,0.007
"BDI",2023,2.7,4.241,326.842,12.585,969.884,0.007
"BDI",2024,2.2,4.285,320.636,13.174,985.645,0.007
"BDI",2025,3.5,2.154,156.497,13.885,1008.62,0.007
"BDI",2026,4.5,2.386,168.286,14.783,1042.591,0.007
"BDI",2027,5.2,2.619,179.305,15.831,1083.948,0.007
"BDI",2028,5.5,2.871,190.883,17.001,1130.173,0.007
"BDI",2029,5,3.099,200.024,18.178,1173.218,0.007
"CPV",1980,5.3,0.157,569.223,0.237,860.499,0.002
"CPV",1981,8.5,0.154,549.642,0.281,1005.966,0.002
"CPV",1982,2.8,0.149,522.032,0.307,1078.431,0.002
"CPV",1983,9.5,0.144,494.441,0.349,1202.696,0.002
"CPV",1984,3.8,0.146,493.568,0.375,1266.219,0.002
"CPV",1985,8.6,0.164,542.224,0.421,1389.5,0.002
"CPV",1986,2.9,0.212,685.354,0.442,1428.145,0.002
"CPV",1987,4.3,0.264,836.444,0.472,1495.297,0.002
"CPV",1988,6,0.322,997.269,0.518,1606.878,0.002
"CPV",1989,5.7,0.332,1006.712,0.569,1727.327,0.002
"CPV",1990,0.7,0.413,1224.464,0.594,1764.223,0.002
"CPV",1991,1.4,0.443,1284.552,0.623,1806.724,0.002
"CPV",1992,3,0.479,1356.281,0.657,1859.094,0.002
"CPV",1993,7.3,0.431,1190.076,0.721,1993.898,0.002
"CPV",1994,6.9,0.45,1247.034,0.788,2184.803,0.002
"CPV",1995,7.5,0.57,1540.817,0.865,2336.273,0.002
"CPV",1996,6.7,0.611,1611.23,0.94,2476.896,0.002
"CPV",1997,7.6,0.609,1568.812,1.029,2649.62,0.002
"CPV",1998,8.4,0.648,1631.763,1.128,2841.144,0.003
"CPV",1999,11.9,0.693,1709.177,1.279,3155.319,0.003
"CPV",2000,7.3,0.699,1689.524,1.403,3391.322,0.003
"CPV",2001,6.1,0.791,1875.159,1.523,3608.873,0.003
"CPV",2002,5.3,0.867,2015.386,1.629,3787.582,0.003
"CPV",2003,7.5,1.105,2524.325,1.786,4079.561,0.003
"CPV",2004,4.9,1.263,2839.287,1.924,4324.994,0.003
"CPV",2005,5.8,1.395,3090.988,2.1,4651.136,0.003
"CPV",2006,9.1,1.452,3174.469,2.362,5163.983,0.003
"CPV",2007,15.2,1.65,3565.274,2.794,6039.199,0.004
"CPV",2008,7,1.96,4189.744,3.049,6518.012,0.004
"CPV",2009,-1.5,1.852,3918.604,3.021,6391.492,0.004
"CPV",2010,1.8,1.825,3818.598,3.114,6516.886,0.004
"CPV",2011,3.9,2.047,4259.084,3.303,6873.298,0.004
"CPV",2012,1.1,1.913,3958.495,3.401,7037.488,0.003
"CPV",2013,0.6,2.029,4174.748,3.481,7162.333,0.003
"CPV",2014,0.7,2.042,4178.127,3.566,7296.962,0.003
"CPV",2015,0.9,1.75,3560.703,3.633,7392.519,0.003
"CPV",2016,4.3,1.855,3759.98,3.824,7750.226,0.003
"CPV",2017,4.6,1.965,3965.504,4.07,8213.839,0.003
"CPV",2018,3.7,2.073,4165.533,4.064,8168.715,0.003
"CPV",2019,6.9,2.231,4465.52,4.443,8892.673,0.003
"CPV",2020,-20.8,1.831,3649.151,3.538,7052.22,0.003
"CPV",2021,7,2.053,4072.362,3.971,7876.348,0.003
"CPV",2022,17.4,2.309,4557.702,4.996,9861.034,0.003
"CPV",2023,5.1,2.588,5083.19,5.438,10681.55,0.003
"CPV",2024,4.7,2.756,5388.164,5.83,11397.066,0.003
"CPV",2025,4.7,2.936,5711.537,6.213,12087.994,0.003
"CPV",2026,4.6,3.143,6080.15,6.621,12807.467,0.003
"CPV",2027,4.6,3.348,6439.786,7.05,13561.819,0.003
"CPV",2028,4.5,3.564,6816.968,7.5,14345.362,0.003
"CPV",2029,4.5,3.796,7220.745,7.978,15176.077,0.003
"CMR",1980,9.9,8.85,1004.846,11.537,1309.862,0.087
"CMR",1981,17.1,10.026,1106.193,14.781,1630.841,0.1
"CMR",1982,7.6,9.616,1031.862,16.882,1811.6,0.107
"CMR",1983,6.8,9.692,1012.33,18.744,1957.794,0.111
"CMR",1984,7.5,10.243,1041.933,20.87,2122.921,0.115
"CMR",1985,8.1,10.698,1059.933,23.276,2306.106,0.12
"CMR",1986,6.8,13.945,1344.534,25.357,2444.869,0.124
"CMR",1987,-2.2,16.152,1514.218,25.426,2383.59,0.117
"CMR",1988,-7.9,16.403,1493.9,24.252,2208.808,0.103
"CMR",1989,-1.8,14.626,1292.834,24.757,2188.425,0.098
"CMR",1990,-6.2,14.641,1255.123,24.102,2066.112,0.088
"CMR",1991,-3.8,16.325,1357.676,23.979,1994.166,0.083
"CMR",1992,-3.1,14.963,1207.539,23.777,1918.924,0.072
"CMR",1993,-3.2,15.611,1222.984,23.572,1846.697,0.069
"CMR",1994,-2.5,10.622,808.04,23.475,1785.825,0.065
"CMR",1995,3.3,10.075,745.55,24.759,1832.21,0.065
"CMR",1996,4.9,11.227,808.211,26.451,1904.086,0.066
"CMR",1997,5.3,11.352,794.939,28.337,1984.291,0.066
"CMR",1998,4.9,11.338,772.304,30.058,2047.494,0.068
"CMR",1999,4.1,11.553,765.544,31.722,2101.963,0.068
"CMR",2000,3.4,10.245,660.382,33.531,2161.344,0.067
"CMR",2001,3.4,10.95,687.404,35.436,2224.664,0.068
"CMR",2002,4.8,12.369,756.14,37.732,2306.672,0.069
"CMR",2003,5,15.944,949.02,40.398,2404.524,0.07
"CMR",2004,6.6,18.803,1089.418,44.206,2561.291,0.071
"CMR",2005,1.2,19.534,1101.546,46.148,2602.296,0.069
"CMR",2006,3.5,20.912,1147.497,49.247,2702.377,0.068
"CMR",2007,4.1,23.931,1277.667,52.655,2811.24,0.067
"CMR",2008,2.9,27.712,1439.39,55.203,2867.308,0.067
"CMR",2009,2.6,27.903,1409.942,56.999,2880.18,0.069
"CMR",2010,2.9,27.53,1353.407,59.384,2919.414,0.068
"CMR",2011,3.5,30.626,1464.888,62.721,3000.106,0.068
"CMR",2012,4.5,30.174,1404.412,66.77,3107.693,0.068
"CMR",2013,5,33.729,1527.773,71.293,3229.231,0.07
"CMR",2014,5.8,36.396,1604.627,76.726,3382.72,0.071
"CMR",2015,5.6,32.213,1382.65,81.775,3509.89,0.073
"CMR",2016,4.5,33.805,1412.866,86.249,3604.752,0.074
"CMR",2017,3.5,36.086,1468.929,90.903,3700.341,0.073
"CMR",2018,4,39.992,1585.96,99.493,3945.571,0.076
"CMR",2019,3.4,39.673,1533.161,108.174,4180.421,0.078
"CMR",2020,0.5,40.863,1539.354,114.508,4313.605,0.082
"CMR",2021,3,45.036,1654.245,129.022,4739.235,0.083
"CMR",2022,3.7,44.442,1592.262,143.386,5137.146,0.083
"CMR",2023,3.2,49.287,1722.821,153.371,5361.094,0.083
"CMR",2024,3.9,53.391,1821.317,163.156,5565.668,0.084
"CMR",2025,4.2,57.746,1922.852,173.106,5764.117,0.085
"CMR",2026,4.3,62.079,2018.241,183.906,5978.9,0.086
"CMR",2027,4.7,66.361,2106.939,196.022,6223.61,0.087
"CMR",2028,4.8,71.204,2208.328,209.234,6489.153,0.088
"CMR",2029,4.8,76.417,2315.635,223.219,6764.12,0.09
"CAF",1980,-3,0.714,321.769,1.14,513.619,0.009
"CAF",1981,13,0.743,324.98,1.41,616.366,0.01
"CAF",1982,-3.6,0.719,306.755,1.443,615.56,0.009
"CAF",1983,-6,0.69,287.218,1.409,586.685,0.008
"CAF",1984,9.9,0.67,272.557,1.605,652.451,0.009
"CAF",1985,3.7,0.883,349.348,1.718,679.626,0.009
"CAF",1986,7.2,1.158,442.905,1.878,718.442,0.009
"CAF",1987,0,1.275,477.652,1.925,721.069,0.009
"CAF",1988,1.7,1.372,505.629,2.027,746.783,0.009
"CAF",1989,3.8,1.354,486.416,2.186,785.223,0.009
"CAF",1990,1.4,1.572,547.344,2.299,800.438,0.008
"CAF",1991,-0.8,1.498,505.678,2.358,795.613,0.008
"CAF",1992,-4.9,1.494,488.498,2.293,749.493,0.007
"CAF",1993,-1.2,1.309,414.585,2.319,734.299,0.007
"CAF",1994,12.6,0.858,263.389,2.666,818.324,0.007
"CAF",1995,3.2,1.117,333.619,2.808,838.739,0.007
"CAF",1996,-6.2,1,291.002,2.683,780.998,0.007
"CAF",1997,4.1,0.979,277.148,2.842,804.657,0.007
"CAF",1998,3.3,1.036,285.44,2.97,818.374,0.007
